grid,qtr,yr,fat,events,temp,x,precip,gdpg,gdp,ag,lstock,tlag1q,plag1yr,lat,long,tlag1yr,plag1yr,nights,lstock2,adjTmp,adjPrecip,fatn,
96,1,2012,7,3,29.20000076,12,16.5,0.042058902,59900000,12919542.05,972762.79,27.39999962,0,194,372,29.39999962,15.30000019,0.0819339,972762.79,-0.550679717,-8.061738952,7,0
96,2,2012,2,4,26,12,248.6000061,0.042058902,59900000,12919542.05,972762.79,28.80000114,35.20000076,194,372,26.70000076,162.1999969,0.0819339,972762.79,-2.180485331,93.18723018,2,0
96,3,2012,[],[],25.60000038,[],414.6000061,0.042058902,59900000,12919542.05,972762.79,26.80000114,189.5,194,372,25.80000114,294.8999939,0.0819339,972762.79,-0.951862768,206.4193997,0,0
96,4,2012,0,1,27.80000114,12,0,0.042058902,59900000,12919542.05,972762.79,24.89999962,120.0999985,194,372,26.89999962,0,0.0819339,972762.79,2.652868879,-3.9540509,0,0
96,1,2013,0,4,29.89999962,12,0,0.054877934,63200000,13247801.8,1030937.33,27.80000114,18.30000114,194,372,29.20000076,16.5,0.0792973,1030937.33,0.149319143,-24.56173895,0,0
96,2,2013,5,5,26.39999962,12,227.1000061,0.054877934,63200000,13247801.8,1030937.33,29.89999962,0,194,372,26,248.6000061,0.0792973,1030937.33,-1.780485711,71.68723018,5,0
96,3,2013,17,9,26.10000038,12,279.2000122,0.054877934,63200000,13247801.8,1030937.33,27.20000076,182,194,372,25.60000038,414.6000061,0.0792973,1030937.33,-0.451862768,71.01940577,17,1
96,4,2013,12,4,27.80000114,12,40.60000229,0.054877934,63200000,13247801.8,1030937.33,25,128.6999969,194,372,27.80000114,0,0.0792973,1030937.33,2.652868879,36.64595139,12,1
96,1,2014,0,1,29.39999962,12,35.90000153,0.062229416,67200000,13793450.01,1086847,27.89999962,27.20000076,194,372,29.89999962,0,0.0813335,1086847,-0.350680857,11.33826258,0,0
96,2,2014,6,11,27,12,198.9000092,0.062229416,67200000,13793450.01,1086847,29.20000076,23.60000038,194,372,26.39999962,227.1000061,0.0813335,1086847,-1.180485331,43.48723328,6,0
96,3,2014,0,4,25.80000114,12,421.3999939,0.062229416,67200000,13793450.01,1086847,27.39999962,206,194,372,26.10000038,279.2000122,0.0813335,1086847,-0.751862008,213.2193875,0,0
96,4,2014,9,16,27.70000076,12,4.900000095,0.062229416,67200000,13793450.01,1086847,25.10000038,254.9000092,194,372,27.80000114,40.60000229,0.0813335,1086847,2.552868499,0.945949195,9,0
96,1,2015,9,13,29.5,12,190.1999969,0.027863983,69000000,14274936.74,1151323.39,28,48.29999924,194,372,29.39999962,35.90000153,0.0762499,1151323.39,-0.250680477,165.6382579,9,0
96,2,2015,6,9,27.10000038,12,285,0.027863983,69000000,14274936.74,1151323.39,29.70000076,19.80000114,194,372,27,198.9000092,0.0762499,1151323.39,-1.080484951,129.5872241,6,0
96,3,2015,0,5,25.89999962,12,216.1999969,0.027863983,69000000,14274936.74,1151323.39,28.39999962,144.3000031,194,372,25.80000114,421.3999939,0.0762499,1151323.39,-0.651863528,8.01939047,0,0
96,4,2015,0,3,26.80000114,12,0,0.027863983,69000000,14274936.74,1151323.39,25.5,223.1000061,194,372,27.70000076,4.900000095,0.0762499,1151323.39,1.652868879,-3.9540509,0,0
97,1,1997,20,4,28.20000076,12,88.70000458,0.028022564,21789097.84,3611905.26,512461.13,26.60000038,10.30000019,194,374,28.80000114,63.10000229,0.0819265,512461.13,-1.550679717,64.13826563,20,1
97,2,1997,11,3,25.60000038,12,305.7000122,0.028022564,21789097.84,3611905.26,512461.13,28,0.699999988,194,374,26,231,0.0819265,512461.13,-2.580484951,150.2872363,11,1
97,3,1997,[],[],26,[],326,0.028022564,21789097.84,3611905.26,512461.13,26.20000076,238.1000061,194,374,25,346.6000061,0.0819265,512461.13,-0.551863148,117.8193936,0,0
97,4,1997,[],[],26.70000076,[],13.19999981,0.028022564,21789097.84,3611905.26,512461.13,25.10000038,192.6000061,194,374,26.80000114,2.900000095,0.0819265,512461.13,1.552868499,9.24594891,0,0
97,1,1998,[],[],30.20000076,[],63.40000153,0.024956015,22332866.9,3752769.63,526297.84,26.89999962,64.90000153,194,374,28.20000076,88.70000458,0.0890398,526297.84,0.449320283,38.83826258,0,0
97,2,1998,[],[],26.5,[],253.8000031,0.024956015,22332866.9,3752769.63,526297.84,29.20000076,21.89999962,194,374,25.60000038,305.7000122,0.0890398,526297.84,-1.680485331,98.38722718,0,0
97,3,1998,50,1,25.5,12,269.3999939,0.024956015,22332866.9,3752769.63,526297.84,27.70000076,203,194,374,26,326,0.0890398,526297.84,-1.051863148,61.21938747,50,1
97,4,1998,0,1,26.89999962,12,4.800000191,0.024956015,22332866.9,3752769.63,526297.84,25,171.3000031,194,374,26.70000076,13.19999981,0.0890398,526297.84,1.752867359,0.845949291,0,0
97,1,1999,[],[],28.60000038,[],42,0.005218444,22449409.72,3949415.21,541034.01,27.30000114,31.20000076,194,374,30.20000076,63.40000153,0.0655456,541034.01,-1.150680097,17.43826105,0,0
97,2,1999,37,5,26.5,12,260.7000122,0.005218444,22449409.72,3949415.21,541034.01,28.10000038,25.10000038,194,374,26.5,253.8000031,0.0655456,541034.01,-1.680485331,105.2872363,37,1
97,3,1999,120,1,24.89999962,12,261.8000183,0.005218444,22449409.72,3949415.21,541034.01,27.20000076,176.1999969,194,374,25.5,269.3999939,0.0655456,541034.01,-1.651863528,53.61941187,120,1
97,4,1999,[],[],26.80000114,[],1.100000024,0.005218444,22449409.72,3949415.21,541034.01,24.89999962,203.3000031,194,374,26.89999962,4.800000191,0.0655456,541034.01,1.652868879,-2.854050876,0,0
97,1,2000,[],[],29.10000038,[],29.39999962,0.055184997,23688280.33,4067897.64,553478.21,26.70000076,41.60000229,194,374,28.60000038,42,0.0843142,553478.21,-0.650680097,4.838260668,0,0
97,2,2000,15,1,26,12,242.3000031,0.055184997,23688280.33,4067897.64,553478.21,27.80000114,0.800000012,194,374,26.5,260.7000122,0.0843142,553478.21,-2.180485331,86.88722718,15,1
97,3,2000,[],[],25.5,[],346.2000122,0.055184997,23688280.33,4067897.64,553478.21,27.60000038,239.5,194,374,24.89999962,261.8000183,0.0843142,553478.21,-1.051863148,138.0194058,0,0
97,4,2000,0,1,27,12,2,0.055184997,23688280.33,4067897.64,553478.21,24.89999962,299.7000122,194,374,26.80000114,1.100000024,0.0843142,553478.21,1.852867739,-1.9540509,0,0
97,1,2001,[],[],29.39999962,[],74,0.066668482,25267542.02,4222477.41,570082.86,27,8.600000381,194,374,29.10000038,29.39999962,0.090268,570082.86,-0.350680857,49.43826105,0,0
97,2,2001,9,1,26,12,235,0.066668482,25267542.02,4222477.41,570082.86,28.5,27,194,374,26,242.3000031,0.090268,570082.86,-2.180485331,79.58722408,9,0
97,3,2001,23,2,25.20000076,12,309.5,0.066668482,25267542.02,4222477.41,570082.86,27.60000038,194,194,374,25.5,346.2000122,0.090268,570082.86,-1.351862388,101.3193936,23,1
97,4,2001,[],[],27.60000038,[],12,0.066668482,25267542.02,4222477.41,570082.86,24.80000114,249,194,374,27,2,0.090268,570082.86,2.452868119,8.0459491,0,0
97,1,2002,1,1,29.30000114,12,74,0.146043815,28957710.24,6977878.78,597498.38,27.30000114,37,194,374,29.39999962,74,0.0877979,597498.38,-0.450679337,49.43826105,1,0
97,2,2002,0,1,26.39999962,12,235,0.146043815,28957710.24,6977878.78,597498.38,28.60000038,27,194,374,26,235,0.0877979,597498.38,-1.780485711,79.58722408,0,0
97,3,2002,6,5,25.60000038,12,303.8000183,0.146043815,28957710.24,6977878.78,597498.38,27.70000076,194,194,374,25.20000076,309.5,0.0877979,597498.38,-0.951862768,95.61941187,6,0
97,4,2002,4,1,27,12,12,0.146043815,28957710.24,6977878.78,597498.38,25.5,249,194,374,27.60000038,12,0.0877979,597498.38,1.852867739,8.0459491,4,0
97,1,2003,42,5,29.70000076,12,74,0.095026061,31709447.39,7493024.2,622559.31,27.20000076,37,194,374,29.30000114,74,0.0840247,622559.31,-0.050679717,49.43826105,42,1
97,2,2003,14,4,26,12,235,0.095026061,31709447.39,7493024.2,622559.31,29.39999962,27,194,374,26.39999962,235,0.0840247,622559.31,-2.180485331,79.58722408,14,1
97,3,2003,4,2,25.80000114,12,301,0.095026061,31709447.39,7493024.2,622559.31,27.70000076,194,194,374,25.60000038,303.8000183,0.0840247,622559.31,-0.751862008,92.81939357,4,0
97,4,2003,5,1,27,12,5.300000191,0.095026061,31709447.39,7493024.2,622559.31,25.39999962,249,194,374,27,12,0.0840247,622559.31,1.852867739,1.345949291,5,0
97,1,2004,[],[],29.20000076,[],74,0.104420038,35020549.08,7956655.07,663025.91,27.20000076,37,194,374,29.70000076,74,0.0891343,663025.91,-0.550679717,49.43826105,0,0
97,2,2004,1,3,25.89999962,12,200.6999969,0.104420038,35020549.08,7956655.07,663025.91,28.70000076,10.69999981,194,374,26,235,0.0891343,663025.91,-2.280485711,45.28722098,1,0
97,3,2004,0,1,25.89999962,12,301,0.104420038,35020549.08,7956655.07,663025.91,26.70000076,235.6999969,194,374,25.80000114,301,0.0891343,663025.91,-0.651863528,92.81939357,0,0
97,4,2004,0,2,27.5,12,28.20000076,0.104420038,35020549.08,7956655.07,663025.91,25.30000114,249,194,374,27,5.300000191,0.0891343,663025.91,2.352867739,24.24594986,0,0
97,1,2005,0,2,29.80000114,12,101.5,0.070084569,37500000,8524146.88,707871.01,27.20000076,68.09999847,194,374,29.20000076,74,0.0882694,707871.01,0.049320663,76.93826105,0,0
97,2,2005,3,9,26.10000038,12,216.1000061,0.070084569,37500000,8524146.88,707871.01,29.80000114,26.39999962,194,374,25.89999962,200.6999969,0.0882694,707871.01,-2.080484951,60.68723018,3,0
97,3,2005,1,5,26,12,301,0.070084569,37500000,8524146.88,707871.01,27.30000114,194,194,374,25.89999962,301,0.0882694,707871.01,-0.551863148,92.81939357,1,0
97,4,2005,0,2,27.5,12,12,0.070084569,37500000,8524146.88,707871.01,25.20000076,266.1000061,194,374,27.5,28.20000076,0.0882694,707871.01,2.352867739,8.0459491,0,0
97,1,2006,29,8,29.20000076,12,105.0999985,0.067259741,40000000,9162650.26,756734.19,27.5,37,194,374,29.80000114,101.5,0.0861101,756734.19,-0.550679717,80.53825955,29,1
97,2,2006,2,3,26.70000076,12,235,0.067259741,40000000,9162650.26,756734.19,29.30000114,37.90000153,194,374,26.10000038,216.1000061,0.0861101,756734.19,-1.480484571,79.58722408,2,0
97,3,2006,0,2,25.5,12,527.9000244,0.067259741,40000000,9162650.26,756734.19,26.80000114,194,194,374,26,301,0.0861101,756734.19,-1.051863148,319.719418,0,0
97,4,2006,[],[],26.5,[],12,0.067259741,40000000,9162650.26,756734.19,25.39999962,249,194,374,27.5,12,0.0861101,756734.19,1.352867739,8.0459491,0,0
97,1,2007,[],[],29.5,[],28.5,0.073180809,42900000,9826769.09,809164.94,26.60000038,37,194,374,29.20000076,105.0999985,0.0925308,809164.94,-0.250680477,3.938261048,0,0
97,2,2007,8,1,26,12,235,0.073180809,42900000,9826769.09,809164.94,29,27,194,374,26.70000076,235,0.0925308,809164.94,-2.180485331,79.58722408,8,0
97,3,2007,1,1,25.70000076,12,301,0.073180809,42900000,9826769.09,809164.94,27.30000114,194,194,374,25.5,527.9000244,0.0925308,809164.94,-0.851862388,92.81939357,1,0
97,4,2007,[],[],27.10000038,[],12,0.073180809,42900000,9826769.09,809164.94,25.5,249,194,374,26.5,12,0.0925308,809164.94,1.952868119,8.0459491,0,0
97,1,2008,0,1,29.20000076,12,57.40000153,0.071992871,46000000,10437994.13,864188.16,27,37,194,374,29.5,28.5,0.0874427,864188.16,-0.550679717,32.83826258,0,0
97,2,2008,5,4,26.30000114,12,223.5,0.071992871,46000000,10437994.13,864188.16,28.39999962,11.90000057,194,374,26,235,0.0874427,864188.16,-1.880484191,68.08722408,5,0
97,3,2008,9,2,25.89999962,12,326.5,0.071992871,46000000,10437994.13,864188.16,27,226.1000061,194,374,25.70000076,301,0.0874427,864188.16,-0.651863528,118.3193936,9,0
97,4,2008,5,2,27.60000038,12,42.70000076,0.071992871,46000000,10437994.13,864188.16,25.30000114,264.2000122,194,374,27.10000038,12,0.0874427,864188.16,2.452868119,38.74594986,5,0
97,1,2009,0,1,29.39999962,12,74,0.083533442,49900000,11046155.59,920199.22,27.30000114,24.20000076,194,374,29.20000076,57.40000153,0.0912102,920199.22,-0.350680857,49.43826105,0,0
97,2,2009,1000,9,26.60000038,12,298.1000061,0.083533442,49900000,11046155.59,920199.22,29.30000114,27,194,374,26.30000114,223.5,0.0912102,920199.22,-1.580484951,142.6872302,1000,1
97,3,2009,[],[],26,[],269.8999939,0.083533442,49900000,11046155.59,920199.22,27.5,258.5,194,374,25.89999962,326.5,0.0912102,920199.22,-0.551863148,61.71938747,0,0
97,4,2009,1,1,27.80000114,12,0,0.083533442,49900000,11046155.59,920199.22,25.39999962,302.3999939,194,374,27.60000038,42.70000076,0.0912102,920199.22,2.652868879,-3.9540509,1,0
97,1,2010,8,6,29.89999962,12,22.89999962,0.095397859,54600000,11683896.37,979564.05,26.89999962,14.69999981,194,374,29.39999962,74,0.0888148,979564.05,0.149319143,-1.661739332,8,0
97,2,2010,3,2,26.80000114,12,195.9000092,0.095397859,54600000,11683896.37,979564.05,30,33.70000076,194,374,26.60000038,298.1000061,0.0888148,979564.05,-1.380484191,40.48723328,3,0
97,3,2010,0,1,25.60000038,12,308,0.095397859,54600000,11683896.37,979564.05,27.70000076,182.6000061,194,374,26,269.8999939,0.0888148,979564.05,-0.951862768,99.81939357,0,0
97,4,2010,0,1,27.10000038,12,10.19999981,0.095397859,54600000,11683896.37,979564.05,25.70000076,249,194,374,27.80000114,0,0.0888148,979564.05,1.952868119,6.24594891,0,0
97,1,2011,[],[],29.30000114,[],7.400000095,0.053079242,57500000,12017192,999404.04,27.39999962,102.4000015,194,374,29.89999962,22.89999962,0.0833982,999404.04,-0.450679337,-17.16173886,0,0
97,2,2011,[],[],26.60000038,[],144.6999969,0.053079242,57500000,12017192,999404.04,28.80000114,39.20000076,194,374,26.80000114,195.9000092,0.0833982,999404.04,-1.580484951,-10.71277902,0,0
97,3,2011,[],[],25.80000114,[],316.3999939,0.053079242,57500000,12017192,999404.04,27.60000038,194.5,194,374,25.60000038,308,0.0833982,999404.04,-0.751862008,108.2193875,0,0
97,4,2011,[],[],26.30000114,[],12,0.053079242,57500000,12017192,999404.04,25.5,200.4000092,194,374,27.10000038,10.19999981,0.0833982,999404.04,1.152868879,8.0459491,0,0
97,1,2012,0,3,29.30000114,12,0,0.042058902,59900000,12919542.05,972762.79,27,37,194,374,29.30000114,7.400000095,0.0819339,972762.79,-0.450679337,-24.56173895,0,0
97,2,2012,18,5,26,12,340.8999939,0.042058902,59900000,12919542.05,972762.79,28.5,0,194,374,26.60000038,144.6999969,0.0819339,972762.79,-2.180485331,185.487218,18,1
97,3,2012,3,9,25.60000038,12,338.8000183,0.042058902,59900000,12919542.05,972762.79,26.80000114,194,194,374,25.80000114,316.3999939,0.0819339,972762.79,-0.951862768,130.6194119,3,0
97,4,2012,2,2,27.30000114,12,12,0.042058902,59900000,12919542.05,972762.79,25.10000038,151.5,194,374,26.30000114,12,0.0819339,972762.79,2.152868879,8.0459491,2,0
97,1,2013,1,6,30,12,25.20000076,0.054877934,63200000,13247801.8,1030937.33,27.5,15.40000057,194,374,29.30000114,0,0.0792973,1030937.33,0.249319523,0.638261808,1,0
97,2,2013,17,10,26.30000114,12,283.8000183,0.054877934,63200000,13247801.8,1030937.33,29.5,0,194,374,26,340.8999939,0.0792973,1030937.33,-1.880484191,128.3872424,17,1
97,3,2013,9,8,26,12,260.8999939,0.054877934,63200000,13247801.8,1030937.33,27.10000038,66.09999847,194,374,25.60000038,338.8000183,0.0792973,1030937.33,-0.551863148,52.71938747,9,0
97,4,2013,29,7,27.30000114,12,29.20000076,0.054877934,63200000,13247801.8,1030937.33,25.10000038,208,194,374,27.30000114,12,0.0792973,1030937.33,2.152868879,25.24594986,29,1
97,1,2014,0,5,29.5,12,19.80000114,0.062229416,67200000,13793450.01,1086847,27.5,0,194,374,30,25.20000076,0.0813335,1086847,-0.250680477,-4.761737812,0,0
97,2,2014,1,1,26.89999962,12,196.5,0.062229416,67200000,13793450.01,1086847,29,2.299999952,194,374,26.30000114,283.8000183,0.0813335,1086847,-1.280485711,41.08722408,1,0
97,3,2014,3,12,25.80000114,12,416.5,0.062229416,67200000,13793450.01,1086847,27.39999962,211.9000092,194,374,26,260.8999939,0.0813335,1086847,-0.751862008,208.3193936,3,0
97,4,2014,1,9,27.20000076,12,15.80000019,0.062229416,67200000,13793450.01,1086847,25.20000076,242.3000031,194,374,27.30000114,29.20000076,0.0813335,1086847,2.052868499,11.84594929,1,0
97,1,2015,0,10,29.60000038,12,118,0.027863983,69000000,14274936.74,1151323.39,27.70000076,0,194,374,29.5,19.80000114,0.0762499,1151323.39,-0.150680097,93.43826105,0,0
97,2,2015,8,15,27.20000076,12,341.5,0.027863983,69000000,14274936.74,1151323.39,29.39999962,6.900000095,194,374,26.89999962,196.5,0.0762499,1151323.39,-0.980484571,186.0872241,8,0
97,3,2015,8,14,25.89999962,12,224.4000092,0.027863983,69000000,14274936.74,1151323.39,28.20000076,174.9000092,194,374,25.80000114,416.5,0.0762499,1151323.39,-0.651863528,16.21940277,8,0
97,4,2015,15,14,26.20000076,12,12,0.027863983,69000000,14274936.74,1151323.39,25.60000038,266.8999939,194,374,27.20000076,15.80000019,0.0762499,1151323.39,1.052868499,8.0459491,15,1
98,1,1997,0,2,28.5,12,65,0.028022564,21789097.84,3611905.26,512461.13,26.70000076,6,194,376,29.39999962,55.90000153,0.0819265,512461.13,-1.250680477,40.43826105,0,0
98,2,1997,1,1,25.80000114,12,291,0.028022564,21789097.84,3611905.26,512461.13,28,0.300000012,194,376,26.30000114,259.7000122,0.0819265,512461.13,-2.380484191,135.5872241,1,0
98,3,1997,[],[],26.39999962,[],394.8000183,0.028022564,21789097.84,3611905.26,512461.13,26.60000038,233.4000092,194,376,25.5,308,0.0819265,512461.13,-0.151863528,186.6194119,0,0
98,4,1997,[],[],26.5,[],7.099999905,0.028022564,21789097.84,3611905.26,512461.13,25.39999962,217,194,376,26.60000038,1.5,0.0819265,512461.13,1.352867739,3.145949005,0,0
98,1,1998,30,2,30.30000114,12,47.90000153,0.024956015,22332866.9,3752769.63,526297.84,27,76.40000153,194,376,28.5,65,0.0890398,526297.84,0.549320663,23.33826258,30,1
98,2,1998,[],[],27,[],257.8000183,0.024956015,22332866.9,3752769.63,526297.84,29.39999962,10.60000038,194,376,25.80000114,291,0.0890398,526297.84,-1.180485331,102.3872424,0,0
98,3,1998,0,1,26,12,284.8000183,0.024956015,22332866.9,3752769.63,526297.84,28,193.5,194,376,26.39999962,394.8000183,0.0890398,526297.84,-0.551863148,76.61941187,0,0
98,4,1998,0,3,26.70000076,12,3.100000143,0.024956015,22332866.9,3752769.63,526297.84,25.5,198.1000061,194,376,26.5,7.099999905,0.0890398,526297.84,1.552868499,-0.854050757,0,0
98,1,1999,[],[],29.10000038,[],34.29999924,0.005218444,22449409.72,3949415.21,541034.01,27.60000038,20.80000114,194,376,30.30000114,47.90000153,0.0655456,541034.01,-0.650680097,9.738260288,0,0
98,2,1999,[],[],26.89999962,[],291.8000183,0.005218444,22449409.72,3949415.21,541034.01,28.70000076,16.20000076,194,376,27,257.8000183,0.0655456,541034.01,-1.280485711,136.3872424,0,0
98,3,1999,[],[],25.30000114,[],244.6000061,0.005218444,22449409.72,3949415.21,541034.01,27.70000076,187.5,194,376,26,284.8000183,0.0655456,541034.01,-1.251862008,36.41939967,0,0
98,4,1999,0,1,26.5,12,0.100000001,0.005218444,22449409.72,3949415.21,541034.01,25.10000038,215.1000061,194,376,26.70000076,3.100000143,0.0655456,541034.01,1.352867739,-3.854050899,0,0
98,1,2000,[],[],29.20000076,[],23.70000076,0.055184997,23688280.33,4067897.64,553478.21,26.80000114,35.10000229,194,376,29.10000038,34.29999924,0.0843142,553478.21,-0.550679717,-0.861738192,0,0
98,2,2000,[],[],26.60000038,[],218.6000061,0.055184997,23688280.33,4067897.64,553478.21,27.60000038,0.100000001,194,376,26.89999962,291.8000183,0.0843142,553478.21,-1.580484951,63.18723018,0,0
98,3,2000,1,2,25.70000076,12,339,0.055184997,23688280.33,4067897.64,553478.21,28,279.1000061,194,376,25.30000114,244.6000061,0.0843142,553478.21,-0.851862388,130.8193936,1,0
98,4,2000,[],[],26.60000038,[],0.900000036,0.055184997,23688280.33,4067897.64,553478.21,25.5,337.7000122,194,376,26.5,0.100000001,0.0843142,553478.21,1.452868119,-3.054050864,0,0
98,1,2001,5,3,29.60000038,12,65,0.066668482,25267542.02,4222477.41,570082.86,27.10000038,4,194,376,29.20000076,23.70000076,0.090268,570082.86,-0.150680097,40.43826105,5,0
98,2,2001,1,1,26.60000038,12,238,0.066668482,25267542.02,4222477.41,570082.86,28.70000076,17,194,376,26.60000038,218.6000061,0.090268,570082.86,-1.580484951,82.58722408,1,0
98,3,2001,[],[],25.5,[],316.7000122,0.066668482,25267542.02,4222477.41,570082.86,28,197,194,376,25.70000076,339,0.090268,570082.86,-1.051863148,108.5194058,0,0
98,4,2001,[],[],27.30000114,[],9,0.066668482,25267542.02,4222477.41,570082.86,25.30000114,260,194,376,26.60000038,0.900000036,0.090268,570082.86,2.152868879,5.0459491,0,0
98,1,2002,2,1,29.70000076,12,65,0.146043815,28957710.24,6977878.78,597498.38,27.30000114,33,194,376,29.60000038,65,0.0877979,597498.38,-0.050679717,40.43826105,2,0
98,2,2002,23,3,26.80000114,12,238,0.146043815,28957710.24,6977878.78,597498.38,28.5,17,194,376,26.60000038,238,0.0877979,597498.38,-1.380484191,82.58722408,23,1
98,3,2002,14,3,26,12,310.8999939,0.146043815,28957710.24,6977878.78,597498.38,28.10000038,197,194,376,25.5,316.7000122,0.0877979,597498.38,-0.551863148,102.7193875,14,1
98,4,2002,[],[],26.70000076,[],9,0.146043815,28957710.24,6977878.78,597498.38,25.89999962,260,194,376,27.30000114,9,0.0877979,597498.38,1.552868499,5.0459491,0,0
98,1,2003,0,1,29.80000114,12,65,0.095026061,31709447.39,7493024.2,622559.31,27.30000114,33,194,376,29.70000076,65,0.0840247,622559.31,0.049320663,40.43826105,0,0
98,2,2003,0,1,26.5,12,238,0.095026061,31709447.39,7493024.2,622559.31,29.5,17,194,376,26.80000114,238,0.0840247,622559.31,-1.680485331,82.58722408,0,0
98,3,2003,12,3,26.30000114,12,308,0.095026061,31709447.39,7493024.2,622559.31,27.89999962,197,194,376,26,310.8999939,0.0840247,622559.31,-0.251862008,99.81939357,12,1
98,4,2003,[],[],26.80000114,[],4,0.095026061,31709447.39,7493024.2,622559.31,26,260,194,376,26.70000076,9,0.0840247,622559.31,1.652868879,0.0459491,0,0
98,1,2004,0,1,29.60000038,12,65,0.104420038,35020549.08,7956655.07,663025.91,27.39999962,33,194,376,29.80000114,65,0.0891343,663025.91,-0.150680097,40.43826105,0,0
98,2,2004,18,3,26.30000114,12,203.1999969,0.104420038,35020549.08,7956655.07,663025.91,28.80000114,6.700000286,194,376,26.5,238,0.0891343,663025.91,-1.880484191,47.78722098,18,1
98,3,2004,0,2,26.30000114,12,308,0.104420038,35020549.08,7956655.07,663025.91,27.30000114,239.4000092,194,376,26.30000114,308,0.0891343,663025.91,-0.251862008,99.81939357,0,0
98,4,2004,0,6,27.39999962,12,21.10000038,0.104420038,35020549.08,7956655.07,663025.91,25.80000114,260,194,376,26.80000114,4,0.0891343,663025.91,2.252867359,17.14594948,0,0
98,1,2005,[],[],30.20000076,[],89.20000458,0.070084569,37500000,8524146.88,707871.01,27.5,60.79999924,194,376,29.60000038,65,0.0882694,707871.01,0.449320283,64.63826563,0,0
98,2,2005,[],[],26.60000038,[],218.8000031,0.070084569,37500000,8524146.88,707871.01,30.30000114,16.60000038,194,376,26.30000114,203.1999969,0.0882694,707871.01,-1.580484951,63.38722718,0,0
98,3,2005,10,3,26.39999962,12,308,0.070084569,37500000,8524146.88,707871.01,27.70000076,197,194,376,26.30000114,308,0.0882694,707871.01,-0.151863528,99.81939357,10,0
98,4,2005,[],[],27.39999962,[],9,0.070084569,37500000,8524146.88,707871.01,25.5,277.8999939,194,376,27.39999962,21.10000038,0.0882694,707871.01,2.252867359,5.0459491,0,0
98,1,2006,0,2,29.60000038,12,92.30000305,0.067259741,40000000,9162650.26,756734.19,27.60000038,33,194,376,30.20000076,89.20000458,0.0861101,756734.19,-0.150680097,67.7382641,0,0
98,2,2006,[],[],27.10000038,[],238,0.067259741,40000000,9162650.26,756734.19,29.30000114,23.89999962,194,376,26.60000038,218.8000031,0.0861101,756734.19,-1.080484951,82.58722408,0,0
98,3,2006,[],[],25.89999962,[],540.2000122,0.067259741,40000000,9162650.26,756734.19,27.20000076,197,194,376,26.39999962,308,0.0861101,756734.19,-0.651863528,332.0194058,0,0
98,4,2006,[],[],26.10000038,[],9,0.067259741,40000000,9162650.26,756734.19,25.80000114,260,194,376,27.39999962,9,0.0861101,756734.19,0.952868119,5.0459491,0,0
98,1,2007,[],[],29.70000076,[],25,0.073180809,42900000,9826769.09,809164.94,26.70000076,33,194,376,29.60000038,92.30000305,0.0925308,809164.94,-0.050679717,0.438261048,0,0
98,2,2007,3,1,26.39999962,12,238,0.073180809,42900000,9826769.09,809164.94,29.10000038,17,194,376,27.10000038,238,0.0925308,809164.94,-1.780485711,82.58722408,3,0
98,3,2007,[],[],26.10000038,[],308,0.073180809,42900000,9826769.09,809164.94,27.80000114,197,194,376,25.89999962,540.2000122,0.0925308,809164.94,-0.451862768,99.81939357,0,0
98,4,2007,[],[],26.89999962,[],9,0.073180809,42900000,9826769.09,809164.94,25.80000114,260,194,376,26.10000038,9,0.0925308,809164.94,1.752867359,5.0459491,0,0
98,1,2008,0,3,29.39999962,12,50.40000153,0.071992871,46000000,10437994.13,864188.16,27.20000076,33,194,376,29.70000076,25,0.0874427,864188.16,-0.350680857,25.83826258,0,0
98,2,2008,[],[],26.70000076,[],198.8000031,0.071992871,46000000,10437994.13,864188.16,28.5,7.5,194,376,26.39999962,238,0.0874427,864188.16,-1.480484571,43.38722718,0,0
98,3,2008,0,1,26.30000114,12,334.1000061,0.071992871,46000000,10437994.13,864188.16,27.39999962,229.6000061,194,376,26.10000038,308,0.0874427,864188.16,-0.251862008,125.9193997,0,0
98,4,2008,7,1,27.39999962,12,9,0.071992871,46000000,10437994.13,864188.16,25.70000076,238.6999969,194,376,26.89999962,9,0.0874427,864188.16,2.252867359,5.0459491,7,0
98,1,2009,10,2,29.80000114,12,65,0.083533442,49900000,11046155.59,920199.22,27.39999962,0,194,376,29.39999962,50.40000153,0.0912102,920199.22,0.049320663,40.43826105,10,0
98,2,2009,[],[],27,[],221.1000061,0.083533442,49900000,11046155.59,920199.22,29.10000038,17,194,376,26.70000076,198.8000031,0.0912102,920199.22,-1.180485331,65.68723018,0,0
98,3,2009,0,1,26.39999962,12,353.3999939,0.083533442,49900000,11046155.59,920199.22,27.89999962,262.5,194,376,26.30000114,334.1000061,0.0912102,920199.22,-0.151863528,145.2193875,0,0
98,4,2009,[],[],27.60000038,[],9,0.083533442,49900000,11046155.59,920199.22,25.80000114,486.1000061,194,376,27.39999962,9,0.0912102,920199.22,2.452868119,5.0459491,0,0
98,1,2010,2,11,30.20000076,12,0,0.095397859,54600000,11683896.37,979564.05,27,10.40000057,194,376,29.80000114,65,0.0888148,979564.05,0.449320283,-24.56173895,2,0
98,2,2010,0,2,27,12,152.5,0.095397859,54600000,11683896.37,979564.05,30.10000038,17,194,376,27,221.1000061,0.0888148,979564.05,-1.180485331,-2.912775921,0,0
